feature_x0,feature_x1,target_y
0.790,0.456,0.623
0.866,0.110,0.488
0.647,0.704,0.675
0.258,0.768,0.513
0.943,0.423,0.683
0.839,0.730,0.784
0.976,0.727,0.852
0.351,0.394,0.372
0.623,0.826,0.725
0.638,0.031,0.335
0.224,0.952,0.588
0.588,0.380,0.484
0.690,0.587,0.638
0.923,0.134,0.528
0.121,0.659,0.390
0.267,0.391,0.329
0.805,0.072,0.439
0.552,0.297,0.424
0.097,0.896,0.496
0.784,0.614,0.699
0.563,0.720,0.641
0.624,0.103,0.363
0.390,0.023,0.206
0.283,0.102,0.193
0.480,0.164,0.322
0.839,0.351,0.595
0.045,0.852,0.449
0.435,0.406,0.420
0.811,0.448,0.629
0.090,0.664,0.377
0.548,0.509,0.528
0.990,0.016,0.503
0.300,0.735,0.517
0.940,0.502,0.721
0.375,0.695,0.535
0.362,0.997,0.679
0.496,0.853,0.674
0.548,0.379,0.464
0.626,0.296,0.461
0.749,0.517,0.633
0.049,0.008,0.029
0.511,0.894,0.703
0.860,0.383,0.622
0.905,0.760,0.833
0.915,0.494,0.705
0.716,0.692,0.704
0.904,0.408,0.656
0.685,0.277,0.481
0.859,0.454,0.656
0.877,0.599,0.738
0.790,0.219,0.504
0.891,0.658,0.774
0.699,0.199,0.449
0.541,0.867,0.704
0.471,0.056,0.264
0.467,0.769,0.618
0.310,0.193,0.252
0.906,0.951,0.928
0.212,0.319,0.266
0.528,0.894,0.711
0.900,0.845,0.873
0.801,0.677,0.739
0.793,0.645,0.719
0.459,0.839,0.649
0.800,0.090,0.445
0.940,0.498,0.719
0.903,0.527,0.715
0.949,0.444,0.697
0.411,0.569,0.490
0.272,0.093,0.182
0.111,0.778,0.445
0.901,0.421,0.661
0.269,0.318,0.293
0.468,0.289,0.379
0.076,0.965,0.520
0.433,0.915,0.674
0.962,0.706,0.834
0.844,0.165,0.504
0.535,0.344,0.440
0.427,0.273,0.350
0.679,0.793,0.736
0.223,0.653,0.438
0.160,0.507,0.334
0.584,0.044,0.314
0.465,0.915,0.690
0.985,0.626,0.805
0.636,0.372,0.504
0.354,0.862,0.608
0.117,0.333,0.225
0.416,0.166,0.291
0.862,0.444,0.653
0.367,0.485,0.426
0.795,0.054,0.424
0.786,0.341,0.564
0.210,0.595,0.403
0.688,0.974,0.831
0.993,0.629,0.811
0.678,0.570,0.624
0.707,0.506,0.607
0.540,0.236,0.388
0.569,0.947,0.758
0.010,0.102,0.056
0.660,0.183,0.421
0.503,0.432,0.468
0.297,0.077,0.187
0.377,0.519,0.448
0.474,0.408,0.441
0.339,0.945,0.642
0.221,0.425,0.323
0.698,0.226,0.462
0.218,0.360,0.289
0.775,0.978,0.876
0.185,0.093,0.139
0.690,0.545,0.618
0.333,0.569,0.451
0.257,0.102,0.179
0.863,0.648,0.755
0.812,0.821,0.817
0.572,0.130,0.351
0.709,0.384,0.546
0.812,0.823,0.818
0.202,0.125,0.164
0.588,0.824,0.706
0.709,0.085,0.397
0.986,0.473,0.730
0.760,0.972,0.866
0.990,0.599,0.794
0.547,0.970,0.758
0.844,0.613,0.729
0.453,0.184,0.319
0.949,0.768,0.859
0.183,0.633,0.408
0.593,0.403,0.498
0.544,0.891,0.718
0.332,0.126,0.229
0.541,0.400,0.470
0.503,0.919,0.711
0.184,0.251,0.217
0.383,0.421,0.402
0.735,0.914,0.825
0.467,0.887,0.677
0.222,0.382,0.302
0.954,0.209,0.582
0.799,0.354,0.577
0.999,0.899,0.949
0.047,0.969,0.508
0.597,0.844,0.721
0.165,0.078,0.121
0.948,0.935,0.942
0.591,0.925,0.758
0.395,0.770,0.583
0.523,0.973,0.748
0.874,0.386,0.630
0.746,0.207,0.476
0.819,0.056,0.438
0.758,0.747,0.752
0.263,0.615,0.439
0.726,0.734,0.730
0.085,0.308,0.197
0.211,0.179,0.195
0.917,0.393,0.655
0.749,0.098,0.423
0.815,0.234,0.524
0.957,0.262,0.610
0.679,0.407,0.543
0.043,0.552,0.297
0.984,0.001,0.492
0.860,0.233,0.546
0.389,0.557,0.473
0.952,0.151,0.551
0.669,0.181,0.425
0.082,0.183,0.133
0.586,0.462,0.524
0.464,0.540,0.502
0.477,0.523,0.500
0.271,0.070,0.171
0.492,0.720,0.606
0.371,0.378,0.374
0.440,0.110,0.275
0.032,0.778,0.405
0.066,0.019,0.043
0.888,0.631,0.759
0.220,0.738,0.479
0.528,0.111,0.320
0.114,0.182,0.148
0.019,0.829,0.424
0.074,0.144,0.109
0.523,0.612,0.568
0.767,0.499,0.633
0.050,0.427,0.238
0.200,0.700,0.450
0.271,0.593,0.432
0.661,0.457,0.559
0.593,0.562,0.578
0.117,0.554,0.336
0.409,0.894,0.651
0.050,0.387,0.218
0.785,0.141,0.463
0.857,0.726,0.791
0.429,0.211,0.320
0.252,0.685,0.469
0.924,0.864,0.894
0.080,0.462,0.271
0.783,0.500,0.641
0.679,0.866,0.772
0.835,0.506,0.670
0.799,0.417,0.608
0.638,0.376,0.507
0.741,0.857,0.799
0.598,0.174,0.386
0.571,0.032,0.301
0.398,0.933,0.665
0.847,0.885,0.866
0.356,0.410,0.383
0.074,0.549,0.311
0.564,0.589,0.577
0.503,0.553,0.528
0.015,0.439,0.227
0.824,0.340,0.582
0.712,0.896,0.804
0.303,0.981,0.642
0.924,0.880,0.902
0.521,0.858,0.690
0.460,0.281,0.370
0.317,0.973,0.645
0.004,0.641,0.323
0.248,0.534,0.391
0.429,0.149,0.289
0.496,0.593,0.544
0.741,0.546,0.643
0.973,0.713,0.843
0.401,0.879,0.640
0.979,0.665,0.822
0.792,0.445,0.619
0.769,0.289,0.529
0.583,0.229,0.406
0.903,0.913,0.908
0.920,0.037,0.478
0.408,0.933,0.670
0.885,0.237,0.561
0.834,0.747,0.790
0.405,0.642,0.523
0.213,0.908,0.560
0.928,0.102,0.515
0.617,0.803,0.710
0.335,0.434,0.385
0.430,0.815,0.623
0.853,0.940,0.896
0.842,0.713,0.777
0.379,0.785,0.582
0.044,0.138,0.091
0.884,0.738,0.811
0.355,0.317,0.336
0.839,0.478,0.658
0.885,0.129,0.507
0.822,0.104,0.463
0.646,0.158,0.402
0.117,0.719,0.418
0.164,0.092,0.128
0.091,0.123,0.107
0.276,0.696,0.486
0.266,0.611,0.439
0.528,0.378,0.453
0.506,0.936,0.721
0.153,0.145,0.149
0.713,0.343,0.528
0.395,0.229,0.312
0.393,0.185,0.289
0.776,0.723,0.750
0.871,0.371,0.621
0.424,0.534,0.479
0.135,0.264,0.200
0.734,0.907,0.821
0.836,0.836,0.836
0.619,0.915,0.767
0.374,0.384,0.379
0.794,0.986,0.890
0.255,0.214,0.234
0.429,0.886,0.657
0.146,0.458,0.302
0.794,0.575,0.684
0.075,0.143,0.109
0.122,0.853,0.487
0.562,0.708,0.635
0.593,0.621,0.607
0.361,0.197,0.279
0.945,0.135,0.540
0.390,0.297,0.344
0.031,0.818,0.424
0.096,0.645,0.370
0.646,0.726,0.686
0.115,0.351,0.233
0.364,0.686,0.525
0.072,0.481,0.277
0.291,0.998,0.644
0.566,0.944,0.755
0.352,0.378,0.365
0.979,0.185,0.582
0.751,0.359,0.555
0.337,0.878,0.608
0.414,0.058,0.236
0.355,0.194,0.275
0.592,0.138,0.365
0.562,0.631,0.597
0.592,0.798,0.695
0.161,0.372,0.267
0.904,0.099,0.501
0.669,0.702,0.685
0.624,0.592,0.608
0.465,0.191,0.328
0.382,0.441,0.411
0.646,0.326,0.486
0.286,0.460,0.373
0.837,0.415,0.626
0.398,0.340,0.369
0.268,0.860,0.564
0.745,0.646,0.696
0.294,0.340,0.317
0.670,0.371,0.520
0.873,0.570,0.722
0.551,0.084,0.318
0.512,0.771,0.641
0.457,0.997,0.727
0.920,0.010,0.465
0.453,0.854,0.653
0.414,0.152,0.283
0.266,0.209,0.237
0.731,0.326,0.528
0.836,0.260,0.548
0.912,0.262,0.587
0.789,0.581,0.685
0.280,0.491,0.386
0.938,0.713,0.826
0.470,0.860,0.665
0.663,0.643,0.653
0.682,0.632,0.657
0.432,0.084,0.258
0.251,0.302,0.277
0.193,0.654,0.423
0.699,0.504,0.602
0.513,0.178,0.345
0.701,0.386,0.543
0.593,0.728,0.660
0.761,0.005,0.383
0.721,0.273,0.497
0.388,0.799,0.594
0.622,0.602,0.612
0.996,0.654,0.825
0.531,0.014,0.273
0.696,0.601,0.648
0.060,0.302,0.181
0.311,0.469,0.390
0.789,0.272,0.530
0.112,0.258,0.185
0.904,0.154,0.529
0.931,0.935,0.933
0.230,0.276,0.253
0.281,0.131,0.206
0.936,0.016,0.476
0.436,0.705,0.571
0.991,0.978,0.985
0.060,0.354,0.207
0.069,0.898,0.483
0.061,0.445,0.253
0.058,0.183,0.120
0.451,0.444,0.448
0.638,0.639,0.638
0.413,0.696,0.554
0.206,0.731,0.469
0.821,0.149,0.485
0.055,0.026,0.041
0.295,0.302,0.298
0.876,0.279,0.578
0.522,0.766,0.644
0.261,0.253,0.257
0.997,0.421,0.709
0.306,0.140,0.223
0.958,0.387,0.672
0.039,0.179,0.109
0.954,0.798,0.876
0.715,0.623,0.669
0.261,0.282,0.272
0.763,0.566,0.664
0.473,0.142,0.307
0.280,0.753,0.516
0.511,0.731,0.621
0.527,0.356,0.442
0.774,0.009,0.392
0.221,0.739,0.480
0.453,0.114,0.283
0.526,0.887,0.707
0.974,0.087,0.530
0.491,0.455,0.473
0.885,0.908,0.896
0.831,0.723,0.777
0.206,0.693,0.450
0.253,0.819,0.536
0.158,0.710,0.434
0.493,0.065,0.279
0.631,0.907,0.769
0.757,0.776,0.766
0.060,0.525,0.292
0.664,0.297,0.480
0.956,0.060,0.508
0.444,0.237,0.341
0.460,0.805,0.632
0.545,0.472,0.508
0.508,0.059,0.283
0.197,0.641,0.419
0.285,0.302,0.293
0.840,0.955,0.897
0.798,0.967,0.882
0.469,0.960,0.715
0.014,0.470,0.242
0.229,0.133,0.181
0.604,0.638,0.621
0.882,0.853,0.868
0.976,0.453,0.715
0.905,0.227,0.566
0.723,0.996,0.860
0.563,0.101,0.332
0.764,0.503,0.633
0.300,0.650,0.475
0.671,0.188,0.429
0.840,0.153,0.496
0.135,0.720,0.427
0.412,0.294,0.353
0.367,0.979,0.673
0.875,0.679,0.777
0.489,0.782,0.635
0.539,0.386,0.463
0.151,0.664,0.407
0.236,0.179,0.207
0.742,0.925,0.834
0.436,0.003,0.220
0.387,0.010,0.199
0.098,0.599,0.348
0.323,0.715,0.519
0.197,0.600,0.399
0.294,0.074,0.184
0.250,0.917,0.584
0.816,0.001,0.408
0.001,0.020,0.011
0.822,0.716,0.769
0.572,0.445,0.508
0.240,0.768,0.504
0.727,0.104,0.415
0.705,0.445,0.575
0.548,0.746,0.647
0.283,0.496,0.390
0.519,0.335,0.427
0.526,0.618,0.572
0.848,0.439,0.643
0.252,0.627,0.440
0.294,0.425,0.359
0.136,0.365,0.251
0.728,0.751,0.740
0.264,0.223,0.243
0.878,0.284,0.581
0.409,0.342,0.376
0.924,0.521,0.723
0.357,0.431,0.394
0.903,0.549,0.726
0.266,0.659,0.463
0.761,0.868,0.815
0.566,0.398,0.482
0.383,0.413,0.398
0.226,0.957,0.592
0.964,0.499,0.732
0.519,0.525,0.522
0.832,0.431,0.631
0.369,0.583,0.476
0.579,0.819,0.699
0.548,0.228,0.388
0.926,0.358,0.642
0.563,0.250,0.406
0.913,0.182,0.547
0.481,0.866,0.673
0.987,0.564,0.775
0.685,0.986,0.836
0.854,0.878,0.866
0.169,0.594,0.382
0.304,0.173,0.238
0.579,0.862,0.721
0.529,0.649,0.589
0.201,0.042,0.121
0.133,0.169,0.151
0.853,0.588,0.721
0.577,0.653,0.615
0.955,0.893,0.924
0.722,0.361,0.541
0.354,0.405,0.380
0.593,0.545,0.569
0.890,0.162,0.526
0.751,0.313,0.532
0.367,0.036,0.202
0.682,0.933,0.807
0.430,0.632,0.531
0.361,0.649,0.505
0.970,0.045,0.507
0.014,0.982,0.498
0.605,0.659,0.632
0.633,0.540,0.587
0.798,0.691,0.745
0.652,0.060,0.356
0.558,0.293,0.425
0.531,0.148,0.340
0.201,0.775,0.488
0.907,0.638,0.772
0.541,0.788,0.664
0.548,0.540,0.544
0.458,0.315,0.387
0.805,0.895,0.850
0.469,0.429,0.449
0.016,0.695,0.355
0.725,0.966,0.846
0.178,0.085,0.132
0.200,0.597,0.399
0.138,0.177,0.158
0.942,0.298,0.620
0.413,0.170,0.291
0.414,0.835,0.625
0.641,0.075,0.358
0.914,0.016,0.465
0.288,0.310,0.299
0.952,0.151,0.551
0.186,0.769,0.477
0.915,0.770,0.843
0.212,0.816,0.514
0.298,0.290,0.294
0.564,0.862,0.713
0.301,0.018,0.160
0.932,0.398,0.665
0.077,0.680,0.379
0.465,0.935,0.700
0.586,0.306,0.446
0.159,0.125,0.142
0.229,0.365,0.297
0.928,0.217,0.573
0.512,0.346,0.429
0.116,0.261,0.189
0.760,0.285,0.522
0.645,0.258,0.452
0.374,0.935,0.654
0.262,0.095,0.178
0.499,0.741,0.620
0.786,0.483,0.634
0.769,0.632,0.701
0.261,0.338,0.299
0.398,0.265,0.332
0.404,0.045,0.225
0.896,0.616,0.756
0.317,0.542,0.429
0.762,0.718,0.740
0.556,0.054,0.305
0.220,0.213,0.216
0.854,0.993,0.923
0.613,0.129,0.371
0.473,0.705,0.589
0.673,0.380,0.526
0.619,0.732,0.675
0.630,0.900,0.765
0.659,0.487,0.573
0.457,0.031,0.244
0.556,0.813,0.684
0.479,0.848,0.663
0.407,0.276,0.342
0.313,0.116,0.214
0.939,0.903,0.921
0.661,0.504,0.583
0.304,0.201,0.253
0.969,0.991,0.980
0.663,0.071,0.367
0.436,0.259,0.347
0.924,0.658,0.791
0.241,0.158,0.200
0.855,0.097,0.476
0.503,0.868,0.685
0.949,0.553,0.751
0.446,0.651,0.548
0.004,0.346,0.175
0.282,0.489,0.386
0.357,0.991,0.674
0.848,0.583,0.716
0.863,0.108,0.485
0.048,0.667,0.357
0.278,0.087,0.182
0.216,0.900,0.558
0.429,0.758,0.594
0.264,0.808,0.536
0.229,0.182,0.205
0.911,0.045,0.478
0.022,0.279,0.150
0.102,0.871,0.486
0.598,0.402,0.500
0.423,0.267,0.345
0.884,0.471,0.677
0.799,0.760,0.779
0.777,0.463,0.620
0.617,0.060,0.339
0.048,0.213,0.131
0.994,0.114,0.554
0.550,0.075,0.312
0.423,0.518,0.470
0.876,0.298,0.587
0.926,0.600,0.763
0.950,0.123,0.536
0.284,0.055,0.170
0.074,0.958,0.516
0.912,0.898,0.905
0.196,0.943,0.570
0.688,0.133,0.410
0.916,0.084,0.500
0.884,0.159,0.521
0.543,0.234,0.389
0.145,0.100,0.122
0.335,0.822,0.579
0.172,0.605,0.389
0.583,0.370,0.476
0.523,0.158,0.341
0.761,0.403,0.582
0.507,0.687,0.597
0.485,0.407,0.446
0.326,0.299,0.312
0.639,0.438,0.538
0.226,0.737,0.481
0.353,0.833,0.593
0.745,0.230,0.487
0.212,0.306,0.259
0.509,0.211,0.360
0.747,0.094,0.420
0.184,0.410,0.297
0.974,0.196,0.585
0.539,0.735,0.637
0.611,0.977,0.794
0.617,0.796,0.707
0.489,0.411,0.450
0.968,0.319,0.643
0.912,0.716,0.814
0.148,0.024,0.086
0.803,0.086,0.445
0.774,0.452,0.613
0.536,0.281,0.408
0.978,0.066,0.522
0.112,0.605,0.358
0.716,0.232,0.474
0.944,0.635,0.789
0.879,0.767,0.823
0.535,0.088,0.311
0.707,0.788,0.748
0.849,0.735,0.792
0.411,0.021,0.216
0.108,0.282,0.195
0.253,0.065,0.159
0.801,0.682,0.742
0.616,0.511,0.564
0.175,0.281,0.228
0.718,0.331,0.524
0.826,0.917,0.872
0.044,0.227,0.136
0.124,0.736,0.430
0.838,0.635,0.737
0.762,0.895,0.829
0.314,0.575,0.445
0.143,0.101,0.122
0.231,0.247,0.239
0.892,0.267,0.580
0.169,0.695,0.432
0.893,0.530,0.712
0.334,0.687,0.510
0.015,0.209,0.112
0.147,0.886,0.516
0.700,0.540,0.620
0.474,0.565,0.519
0.351,0.819,0.585
0.695,0.975,0.835
0.155,0.580,0.367
0.757,0.870,0.814
0.463,0.899,0.681
0.791,0.212,0.501
0.199,0.848,0.523
0.768,0.499,0.633
0.435,0.744,0.590
0.603,0.725,0.664
0.052,0.466,0.259
0.574,0.566,0.570
0.450,0.844,0.647
0.015,0.445,0.230
0.311,0.431,0.371
0.093,0.007,0.050
0.400,0.882,0.641
0.719,0.430,0.575
0.766,0.507,0.636
0.963,0.639,0.801
0.312,0.942,0.627
0.948,0.142,0.545
0.319,0.373,0.346
0.004,0.181,0.092
0.857,0.070,0.464
0.033,0.697,0.365
0.479,0.244,0.361
0.720,0.908,0.814
0.264,0.809,0.536
0.413,0.148,0.281
0.747,0.048,0.398
0.124,0.956,0.540
0.181,0.253,0.217
0.366,0.994,0.680
0.634,0.981,0.807
0.227,0.284,0.256
0.188,0.826,0.507
0.945,0.678,0.811
0.857,0.361,0.609
0.521,0.034,0.278
0.383,0.352,0.367
0.814,0.315,0.565
0.790,0.883,0.837
0.118,0.262,0.190
0.062,0.856,0.459
0.060,0.097,0.079
0.482,0.467,0.474
0.635,0.193,0.414
0.759,0.897,0.828
0.143,0.845,0.494
0.340,0.088,0.214
0.873,0.419,0.646
0.525,0.504,0.514
0.638,0.068,0.353
0.095,0.533,0.314
0.717,0.555,0.636
0.933,0.249,0.591
0.605,0.426,0.515
0.330,0.277,0.303
0.961,0.524,0.743
0.589,0.186,0.388
0.283,0.350,0.317
0.742,0.442,0.592
0.023,0.810,0.416
0.623,0.530,0.577
0.540,0.570,0.555
0.699,0.212,0.456
0.838,0.415,0.626
0.018,0.159,0.088
0.141,0.454,0.297
0.585,0.100,0.343
0.167,0.109,0.138
0.783,0.854,0.819
0.142,0.484,0.313
0.011,0.355,0.183
0.677,0.235,0.456
0.148,0.813,0.480
0.909,0.729,0.819
0.855,0.674,0.764
0.900,0.938,0.919
0.495,0.137,0.316
0.942,0.138,0.540
0.413,0.725,0.569
0.557,0.661,0.609
0.951,0.734,0.843
0.934,0.227,0.581
0.368,0.833,0.601
0.088,0.667,0.378
0.531,0.702,0.617
0.053,0.175,0.114
0.947,0.596,0.771
0.762,0.982,0.872
0.502,0.000,0.251
0.685,0.615,0.650
0.770,0.597,0.683
0.086,0.910,0.498
0.965,0.332,0.648
0.247,0.613,0.430
0.192,0.975,0.584
0.387,0.816,0.602
0.975,0.888,0.931
0.686,0.675,0.680
0.457,0.863,0.660
0.443,0.217,0.330
0.991,0.974,0.983
0.075,0.241,0.158
0.667,0.975,0.821
0.135,0.449,0.292
0.235,0.011,0.123
0.512,0.639,0.576
0.577,0.811,0.694
0.395,0.543,0.469
0.407,0.462,0.434
0.769,0.918,0.844
0.275,0.059,0.167
0.198,0.360,0.279
0.624,0.786,0.705
0.936,0.166,0.551
0.127,0.458,0.292
0.238,0.503,0.370
0.641,0.126,0.384
0.970,0.594,0.782
0.395,0.621,0.508
0.192,0.864,0.528
0.314,0.093,0.203
0.213,0.689,0.451
0.840,0.824,0.832
0.618,0.937,0.777
0.148,0.077,0.113
0.988,0.640,0.814
0.414,0.941,0.677
0.849,0.646,0.748
0.489,0.715,0.602
0.333,0.613,0.473
0.391,0.717,0.554
0.187,0.805,0.496
0.530,0.360,0.445
0.096,0.048,0.072
0.033,0.495,0.264
0.888,0.725,0.806
0.436,0.562,0.499
0.663,0.584,0.624
0.833,0.807,0.820
0.012,0.442,0.227
0.923,0.421,0.672
0.350,0.144,0.247
0.252,0.245,0.248
0.982,0.709,0.846
0.662,0.053,0.357
0.020,0.275,0.147
0.739,0.619,0.679
0.763,0.284,0.523
0.788,0.303,0.545
0.252,0.252,0.252
0.764,0.005,0.385
0.329,0.127,0.228
0.940,0.380,0.660
0.731,0.551,0.641
0.793,0.177,0.485
0.445,0.301,0.373
0.449,0.260,0.354
0.086,0.141,0.114
0.495,0.844,0.669
0.744,0.485,0.615
0.079,0.077,0.078
0.509,0.114,0.311
0.669,0.609,0.639
0.513,0.768,0.640
0.593,0.922,0.757
0.323,0.391,0.357
0.293,0.455,0.374
0.647,0.066,0.356
0.632,0.405,0.518
0.284,0.583,0.433
0.378,0.888,0.633
0.507,0.810,0.658
0.023,0.097,0.060
0.285,0.617,0.451
0.044,0.724,0.384
0.132,0.696,0.414
0.136,0.141,0.139
0.940,0.827,0.883
0.585,0.511,0.548
0.478,0.470,0.474
0.217,0.454,0.336
0.029,0.700,0.364
0.939,0.708,0.824
0.629,0.497,0.563
0.082,0.495,0.288
0.633,0.325,0.479
0.566,0.755,0.660
0.133,0.711,0.422
0.763,0.797,0.780
0.028,0.369,0.199
0.940,0.627,0.783
0.710,0.165,0.438
0.191,0.895,0.543
0.973,0.629,0.801
0.368,0.245,0.306
0.743,0.844,0.793
0.490,0.408,0.449
0.116,0.746,0.431
0.184,0.714,0.449
0.804,0.327,0.566
0.225,0.672,0.449
0.135,0.287,0.211
0.073,0.809,0.441
0.047,0.938,0.492
0.889,0.396,0.642
0.016,0.127,0.071
0.522,0.068,0.295
0.593,0.978,0.785
0.386,0.131,0.259
0.274,0.571,0.422
0.829,0.981,0.905
0.468,0.987,0.728
0.724,0.216,0.470
0.509,0.379,0.444
0.248,0.976,0.612
0.922,0.717,0.820
0.103,0.171,0.137
0.982,0.972,0.977
0.326,0.347,0.337
0.787,0.266,0.526
0.034,0.611,0.323
0.387,0.579,0.483
0.782,0.033,0.407
0.827,0.629,0.728
0.422,0.317,0.369
0.587,0.478,0.532
0.841,0.452,0.646
0.387,0.018,0.203
0.151,0.574,0.362
0.160,0.097,0.129
0.547,0.299,0.423
0.305,0.932,0.619
0.919,0.905,0.912
0.628,0.193,0.410
0.772,0.438,0.605
0.860,0.941,0.900
0.674,0.549,0.612
0.539,0.396,0.468
0.871,0.820,0.846
0.095,0.163,0.129
0.350,0.665,0.507
0.521,0.814,0.667
0.611,0.450,0.530
0.016,0.101,0.059
0.716,0.710,0.713
0.942,0.814,0.878
0.190,0.659,0.424
0.465,0.136,0.300
0.121,0.674,0.398
0.032,0.989,0.510
0.610,0.119,0.364
0.858,0.684,0.771
0.824,0.520,0.672
0.096,0.356,0.226
0.105,0.286,0.196
0.971,0.868,0.919
0.028,0.476,0.252
0.153,0.550,0.351
0.833,0.327,0.580
0.299,0.928,0.614
0.461,0.996,0.729
0.115,0.825,0.470
0.903,0.019,0.461
0.122,0.020,0.071
0.249,0.718,0.483
0.428,0.526,0.477
0.521,0.437,0.479
0.555,0.273,0.414
0.064,0.740,0.402
0.010,0.462,0.236
0.472,0.962,0.717
0.190,0.749,0.469
0.476,0.049,0.263
0.902,0.551,0.727
0.290,0.981,0.635
0.065,0.683,0.374
0.409,0.662,0.535
0.103,0.834,0.469
0.047,0.327,0.187
0.331,0.566,0.449
0.224,0.386,0.305
0.221,0.503,0.362
0.753,0.921,0.837
0.530,0.619,0.575
0.829,0.532,0.680
0.784,0.493,0.638
0.486,0.402,0.444
0.797,0.543,0.670
0.205,0.594,0.400
0.123,0.250,0.186
0.598,0.085,0.342
0.549,0.085,0.317
0.261,0.054,0.158
0.847,0.125,0.486
0.270,0.823,0.546
0.174,0.075,0.124
0.535,0.814,0.674
0.082,0.439,0.261
0.449,0.913,0.681
0.577,0.039,0.308
0.049,0.382,0.215
0.927,0.566,0.747
0.008,0.854,0.431
0.201,0.737,0.469
0.262,0.823,0.542
0.248,0.573,0.410
0.032,0.224,0.128
0.074,0.794,0.434
0.533,0.910,0.722
0.708,0.030,0.369
0.741,0.953,0.847
0.088,0.842,0.465
0.308,0.028,0.168
0.283,0.853,0.568
0.229,0.399,0.314
0.924,0.314,0.619
0.300,0.439,0.369
0.418,0.141,0.280
0.490,0.906,0.698
0.978,0.543,0.760
0.165,0.946,0.555
0.999,0.375,0.687
0.441,0.762,0.602
0.128,0.526,0.327
0.670,0.435,0.552
0.946,0.609,0.777
0.009,0.529,0.269
0.678,0.967,0.823
0.731,0.712,0.722
0.642,0.529,0.586
0.266,0.869,0.568
0.968,0.401,0.684
0.622,0.215,0.418
0.858,0.528,0.693
0.719,0.909,0.814
0.796,0.254,0.525
0.021,0.633,0.327
0.359,0.156,0.258
0.328,0.933,0.630
0.744,0.006,0.375
0.501,0.322,0.411
0.499,0.964,0.732
0.098,0.198,0.148
0.425,0.020,0.223
0.509,0.959,0.734
0.217,0.660,0.439
0.104,0.140,0.122
0.547,0.715,0.631
0.587,0.040,0.314
0.622,0.377,0.499
0.237,0.850,0.543
0.819,0.153,0.486
0.980,0.553,0.766
0.405,0.751,0.578
0.570,0.577,0.574
0.960,0.082,0.521
0.901,0.991,0.946
0.988,0.390,0.689
0.069,0.101,0.085
0.964,0.634,0.799
0.203,0.387,0.295
0.636,0.676,0.656
0.512,0.778,0.645
0.983,0.104,0.543
0.250,0.131,0.191
0.045,0.384,0.214
0.304,0.922,0.613
0.970,0.078,0.524
0.548,0.689,0.619
0.405,0.735,0.570
0.144,0.447,0.295
0.439,0.968,0.704
0.699,0.191,0.445
0.801,0.185,0.493
0.502,0.847,0.674
0.649,0.788,0.719
0.997,0.481,0.739
0.825,0.343,0.584
0.038,0.817,0.427
0.914,0.125,0.519
0.218,0.030,0.124
0.742,0.394,0.568
0.084,0.941,0.512
0.691,0.995,0.843
0.851,0.123,0.487
0.358,0.243,0.300
0.041,0.644,0.343
0.944,0.968,0.956
0.589,0.750,0.669
0.191,0.776,0.483
0.847,0.208,0.527
0.176,0.133,0.154
0.725,0.388,0.556
0.856,0.684,0.770
0.964,0.359,0.661
0.498,0.745,0.622
0.505,0.400,0.453
0.033,0.387,0.210
0.014,0.366,0.190
0.712,0.055,0.384
0.404,0.335,0.369
0.813,0.232,0.522
0.512,0.746,0.629
0.058,0.416,0.237
0.322,0.863,0.593
0.387,0.515,0.451
0.276,0.398,0.337
0.362,0.455,0.408
0.591,0.149,0.370
0.401,0.102,0.252
0.469,0.988,0.729
0.435,0.914,0.674
0.806,0.687,0.747
0.780,0.058,0.419
0.496,0.522,0.509
0.770,0.447,0.609
0.786,0.562,0.674
0.504,0.581,0.542
0.465,0.690,0.578
0.752,0.478,0.615
0.157,0.745,0.451
0.424,0.291,0.357
0.601,0.545,0.573
0.671,0.963,0.817
0.065,0.042,0.053
0.454,0.654,0.554
0.854,0.548,0.701
0.180,0.481,0.331
0.582,0.745,0.663
0.056,0.779,0.417
0.566,0.275,0.420
0.947,0.763,0.855
0.800,0.729,0.764
0.728,0.728,0.728
0.115,0.360,0.237
0.802,0.087,0.445
0.470,0.429,0.450
0.036,0.970,0.503
0.823,0.749,0.786
0.635,0.304,0.469
0.153,0.607,0.380
0.052,0.556,0.304
0.532,0.149,0.341
0.804,0.902,0.853
0.738,0.920,0.829
0.973,0.020,0.496
0.923,0.798,0.861
0.147,0.662,0.405
0.322,0.617,0.469
0.435,0.764,0.600
0.994,0.293,0.643
0.172,0.870,0.521
0.857,0.792,0.825
0.408,0.303,0.355
0.147,0.078,0.113
0.465,0.918,0.692
0.922,0.106,0.514
0.177,0.233,0.205
0.331,0.474,0.403
0.557,0.373,0.465
0.032,0.366,0.199
0.755,0.726,0.741
0.225,0.495,0.360
0.229,0.701,0.465
0.702,0.524,0.613
0.897,0.076,0.486
0.716,0.419,0.568
0.957,0.750,0.854
0.889,0.071,0.480
0.745,0.099,0.422
0.469,0.386,0.427
0.242,0.377,0.309
0.743,0.444,0.594
0.900,0.719,0.809
0.404,0.223,0.314
0.766,0.995,0.880
0.730,0.679,0.705
0.585,0.312,0.449
0.522,0.236,0.379
0.618,0.050,0.334
0.412,0.925,0.668
0.349,0.553,0.451
0.250,0.704,0.477
0.218,0.866,0.542
0.739,0.757,0.748
0.537,0.349,0.443
0.699,0.577,0.638
